Game,Console,Publisher,Developer,Critic Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update_ Real
N3: Ninety-Nine Nights,X360_b,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,0.30m,0.20m,0.03m,0.05m,0.02m,15th Aug 06,15th Aug 06
Dynasty Warriors: Strikeforce,PS3_b,Tecmo Koei,Omega Force,6.8,0.29m,0.11m,0.08m,0.07m,0.03m,16th Feb 10,16th Feb 10
Wanted: Weapons of Fate,PS3_b,Warner Bros. Interactive,GRIN,6.2,0.29m,0.14m,0.10m,0.01m,0.04m,24th Mar 09,24th Mar 09
NieR,X360_b,Square Enix,Cavia Inc.,6.4,0.29m,0.13m,0.10m,0.04m,0.02m,27th Apr 10,27th Apr 10
Ace Combat: Joint Assault,PSP_b,Namco Bandai,Project ACES,7,0.29m,0.06m,0.05m,0.15m,0.03m,31st Aug 10,31st Aug 10
Trace Memory,DS_b,Nintendo,Cing,6.5,0.29m,0.15m,0.01m,0.12m,0.01m,26th Sep 05,26th Sep 05
Trauma Center: New Blood,Wii_b,Atlus,Atlus Co.,7.5,0.29m,0.22m,0.04m,0.01m,0.02m,20th Nov 07,20th Nov 07
Overcooked! 2,NS_b,Sold Out,Ghost Town Games,8.4,0.29m,0.17m,0.09m,0.01m,0.03m,07th Aug 18,14th Jun 18
The Legend of Legacy,3DS_b,Atlus,Cattle Call,6,0.29m,0.14m,0.02m,0.11m,0.02m,13th Oct 15,29th May 18
Majin and the Forsaken Kingdom,PS3_b,Namco Bandai,Game Republic,7,0.29m,0.09m,0.14m,0.01m,0.05m,23rd Nov 10,23rd Nov 10
"Sakura Wars: So Long, My Love",PS2_b,NIS America,RED Entertainment,8.8,0.29m,0.07m,0.05m,0.15m,0.02m,30th Mar 10,30th Mar 10
Sengoku Basara: Samurai Heroes,Wii_b,Capcom,Capcom,6,0.29m,0.06m,0.02m,0.20m,0.01m,12th Oct 10,12th Oct 10
Warriors Orochi 2,PSP_b,KOEI,Omega Force,5.3,0.29m,0.06m,0.00m,0.22m,0.01m,25th Aug 09,25th Aug 09
Dead Rising: Chop Till You Drop,Wii_b,Capcom,Capcom Production Studio 1 / TOSE Software,6.7,0.29m,0.15m,0.07m,0.05m,0.02m,24th Feb 09,24th Feb 09
Feel the Magic XY/XX,DS_b,Sega,Sonic Team,7.7,0.29m,0.17m,0.00m,0.10m,0.02m,16th Nov 04,16th Nov 04
Ever Oasis,3DS_b,Nintendo,GREZZO,8.1,0.29m,0.13m,0.08m,0.05m,0.02m,23rd Jun 17,14th Jan 18
Shadow Hearts,PS2_b,Midway Games,Sacnoth,7,0.28m,0.09m,0.07m,0.10m,0.02m,11th Dec 01,11th Dec 01
DeathSmiles,X360_b,Aksys Games,Cave,8,0.28m,0.15m,0.06m,0.05m,0.02m,29th Jun 10,29th Jun 10
WarioWare Gold,3DS_b,Nintendo,Intelligent Systems,8.1,0.28m,0.11m,0.03m,0.13m,0.01m,03rd Aug 18,18th Nov 18
El Shaddai: Ascension of the Metatron,PS3_b,Ignition Entertainment,Ignition Entertainment,8,0.28m,0.11m,0.07m,0.08m,0.03m,16th Aug 11,16th Aug 11
Operation Flashpoint: Red River,X360_b,Codemasters,Codemasters,7,0.28m,0.10m,0.14m,0.01m,0.03m,07th Jun 11,07th Jun 11
Dead to Rights: Retribution,PS3_b,Namco Bandai,Volatile Games,6,0.28m,0.10m,0.12m,0.02m,0.05m,27th Apr 10,27th Apr 10
Mega Man ZX,DS_b,Capcom,Inti Creates,8.1,0.28m,0.16m,0.00m,0.10m,0.02m,12th Sep 06,12th Sep 06
Dead or Alive,PS_b,Tecmo,Team Ninja,8.3,0.28m,0.09m,0.06m,0.10m,0.02m,31st Mar 98,31st Mar 98
Patapon 3,PSP_b,Sony Computer Entertainment,Pyramid/JAPAN Studio,7.4,0.28m,0.05m,0.04m,0.17m,0.02m,12th Apr 11,12th Apr 11
Darksiders,PS3_b,THQ,Vigil Games,7.8,0.28m,0.02m,0.14m,0.02m,0.10m,05th Jan 10,05th Jan 10
Mister Mosquito,PS2_b,Eidos Interactive,Zoom Inc.,6.6,0.28m,0.05m,0.04m,0.17m,0.01m,12th Mar 02,12th Mar 02
Virtua Fighter 5 Online,X360_b,Sega,Sega-AM2,9.2,0.28m,0.20m,0.02m,0.03m,0.02m,30th Oct 07,30th Oct 07
Etrian Mystery Dungeon,3DS_b,Atlus,Spike Chunsoft,7.6,0.28m,0.11m,0.01m,0.14m,0.01m,07th Apr 15,26th Jul 18
Armored Core: Project Phantasma,PS_b,ASCII Entertainment,From Software,7.2,0.28m,0.06m,0.04m,0.15m,0.02m,30th Sep 98,30th Sep 98
Rhythm Thief & the Emperor's Treasure,3DS_b,Sega,Sega,7.5,0.28m,0.07m,0.07m,0.12m,0.01m,10th Jul 12,10th Jul 12
Etrian Odyssey V: Beyond the Myth,3DS_b,Atlus,Atlus,7.9,0.27m,0.11m,0.01m,0.14m,0.01m,17th Oct 17,15th Jan 18
Shadows of the Damned,PS3_b,Electronic Arts,Grasshopper Manufacture,7.9,0.27m,0.11m,0.09m,0.04m,0.03m,21st Jun 11,21st Jun 11
Pac-Pix,DS_b,Namco,Namco,6.8,0.27m,0.16m,0.00m,0.10m,0.01m,26th Apr 05,26th Apr 05
Dragon Ball Z: Tenkaichi Tag Team,PSP_b,Namco Bandai,Dimps Corporation,6,0.27m,0.11m,0.04m,0.09m,0.03m,19th Oct 10,19th Oct 10
Suikoden Tierkreis,DS_b,Konami,Konami,7.7,0.27m,0.09m,0.02m,0.15m,0.01m,17th Mar 09,17th Mar 09
R.U.S.E.,X360_b,Ubisoft,Eugen Systems,8,0.27m,0.12m,0.11m,0.00m,0.02m,07th Sep 10,07th Sep 10
The World Ends with You: Final Remix,NS_b,Nintendo,Square Enix,7.4,0.27m,0.14m,0.08m,0.03m,0.02m,12th Oct 18,30th Mar 19
Etrian Odyssey: Millennium Girl,3DS_b,Atlus,Atlus,8.1,0.26m,0.10m,0.01m,0.14m,0.01m,01st Oct 13,10th Dec 18
Panzer Dragoon Orta,XB_b,Sega,Smilebit,8.8,0.26m,0.16m,0.05m,0.04m,0.01m,12th Jan 03,12th Jan 03
King's Field II,PS_b,ASCII Entertainment,From Software,7.3,0.26m,0.08m,0.06m,0.11m,0.02m,31st Oct 96,31st Oct 96
Deadly Premonition,X360_b,Ignition Entertainment,Access Games,6,0.26m,0.18m,0.06m,0.00m,0.02m,23rd Feb 10,23rd Feb 10
Stella Glow,3DS_b,Atlus,imageepoch Inc.,7.5,0.26m,0.17m,0.01m,0.06m,0.02m,17th Nov 15,30th May 18
Bust A Groove 2,PS_b,Enix,Metro,7,0.26m,0.04m,0.03m,0.18m,0.02m,31st Mar 99,31st Mar 99
Resident Evil: Revelations,X360_b,Capcom,Capcom,7.4,0.26m,0.12m,0.10m,0.02m,0.02m,21st May 13,16th Mar 18
Metroid Prime Pinball,DS_b,Nintendo,Fuse Games Limited,7.6,0.26m,0.22m,0.00m,0.02m,0.02m,24th Oct 05,24th Oct 05
Resident Evil: Deadly Silence,DS_b,Capcom,Capcom,6.7,0.26m,0.11m,0.02m,0.11m,0.01m,07th Feb 06,07th Feb 06
Armored Core: Master of Arena,PS_b,Agetec,From Software,7.2,0.26m,0.07m,0.05m,0.13m,0.02m,29th Feb 00,29th Feb 00
Polarium,DS_b,Nintendo,Mitchell,7.6,0.26m,0.13m,0.01m,0.11m,0.01m,18th Apr 05,18th Apr 05
Castlevania: Harmony of Dissonance,GBA_b,Konami,Konami Computer Entertainment Tokyo,8.6,0.26m,0.16m,0.06m,0.04m,0.00m,16th Sep 02,16th Sep 02
Bomberman Generation,GC_b,Majesco,Game Arts,8.4,0.25m,0.15m,0.04m,0.06m,0.01m,03rd Jun 02,03rd Jun 02
Game & Wario,WiiU_b,Nintendo,Intelligent Systems,6.2,0.25m,0.06m,0.06m,0.12m,0.01m,23rd Jun 13,15th Mar 18
Final Fantasy Crystal Chronicles: Echoes of Time,Wii_b,Square Enix,Square Enix,6.9,0.25m,0.13m,0.06m,0.05m,0.02m,24th Mar 09,24th Mar 09
Hunted: The Demon's Forge,PS3_b,Bethesda Softworks,InXile Entertainment,6.1,0.25m,0.12m,0.09m,0.02m,0.03m,31st May 11,31st May 11
Sonic Boom: Fire & Ice,3DS_b,Sega,Sanzaru Games,6.9,0.25m,0.14m,0.08m,0.02m,0.02m,27th Sep 16,07th Aug 20
Ace Combat: Assault Horizon Legacy,3DS_b,Namco Bandai,Namco Bandai Games,7,0.25m,0.10m,0.06m,0.08m,0.01m,15th Nov 11,15th Nov 11
Sid Meier's Civilization VI,NS_b,2K Games,Firaxis Games,9.4,0.25m,0.12m,0.11m,0.01m,0.02m,16th Nov 18,19th Dec 18
Dead or Alive Xtreme 2,X360_b,Tecmo,Team Ninja,5.3,0.25m,0.15m,0.02m,0.06m,0.02m,13th Nov 06,13th Nov 06
Spirit Camera: The Cursed Memoir,3DS_b,Nintendo,Tecmo Koei Games,5.7,0.25m,0.15m,0.02m,0.06m,0.02m,13th Apr 12,30th Aug 18
Bomberman Tournament,GBA_b,Activision,Hudson Soft,8.8,0.25m,0.10m,0.04m,0.10m,0.01m,26th Jun 01,26th Jun 01
Disgaea 2: Dark Hero Days,PSP_b,NIS America,Nippon Ichi Software,8.1,0.25m,0.10m,0.01m,0.12m,0.02m,08th Sep 09,08th Sep 09
Hybrid Heaven,N64_b,Konami,KCEO,7,0.25m,0.16m,0.04m,0.05m,0.00m,01st Sep 99,01st Sep 99
Armored Core 4,X360_b,Sega,From Software,6.5,0.25m,0.19m,0.01m,0.03m,0.02m,20th Mar 07,20th Mar 07
7th Dragon III Code: VFD,3DS_b,Sega,Sega,7.5,0.24m,0.06m,0.04m,0.13m,0.01m,12th Jul 16,20th Apr 18
Virtua Tennis 4,X360_b,Sega,Sega-AM2,6.5,0.24m,0.12m,0.09m,0.01m,0.02m,10th May 11,10th May 11
Fuel,PS3_b,Codemasters,Asobo Studio,6.6,0.24m,0.08m,0.11m,0.00m,0.04m,02nd Jun 09,05th Aug 20
NBA Live 10,PSP_b,EA Sports,EA Canada,5.9,0.24m,0.21m,0.00m,0.01m,0.02m,06th Oct 09,06th Oct 09
Resident Evil Archives: Resident Evil Zero,Wii_b,Capcom,Capcom Production Studio 4,5.8,0.24m,0.13m,0.04m,0.06m,0.01m,01st Dec 09,01st Dec 09
Valhalla Knights,PSP_b,Xseed Games,K2 LLC,5.2,0.24m,0.15m,0.00m,0.07m,0.01m,17th Apr 07,17th Apr 07
Luminous Arc,DS_b,Atlus,imageepoch Inc.,6.8,0.24m,0.16m,0.00m,0.06m,0.01m,14th Aug 07,14th Aug 07
Avalon Code,DS_b,Marvelous Interactive,Matrix Software,7.1,0.24m,0.11m,0.00m,0.12m,0.01m,10th Mar 09,10th Mar 09
Disney Epic Mickey 2: The Power of Two,WiiU_b,Disney Interactive Studios,Junction Point Studios,5.9,0.24m,0.13m,0.08m,0.01m,0.02m,18th Nov 12,13th Sep 20
Ar tonelico Qoga: Knell of Ar Ciel,PS3_b,NIS America,Gust,7,0.24m,0.08m,0.01m,0.13m,0.01m,15th Mar 11,15th Mar 11
Dynasty Warriors 6 Empires,X360_b,KOEI,Omega Force,6.3,0.24m,0.16m,0.02m,0.04m,0.02m,23rd Jun 09,23rd Jun 09
Singularity,PS3_b,Activision,Raven Software,7.8,0.24m,0.17m,0.03m,0.01m,0.03m,29th Jun 10,29th Jun 10
Disgaea: Afternoon of Darkness,PSP_b,NIS America,Nippon Ichi Software,8.7,0.24m,0.15m,0.02m,0.04m,0.02m,30th Oct 07,30th Oct 07
Hot Shots Tennis: Get a Grip,PSP_b,Sony Computer Entertainment,Clap Hanz,8,0.23m,0.08m,0.00m,0.13m,0.02m,29th Jun 10,29th Jun 10
Cross Edge,PS3_b,NIS America,Compile Heart,5.4,0.23m,0.14m,0.02m,0.05m,0.02m,26th May 09,26th May 09
Attack on Titan 2,NS_b,Koei Tecmo,Omega Force,7,0.23m,0.12m,0.02m,0.08m,0.02m,20th Mar 18,30th Mar 18
Meteos,DS_b,Nintendo,Q Entertainment,8.8,0.23m,0.15m,0.01m,0.06m,0.01m,28th Jun 05,28th Jun 05
Dynasty Warriors: Strikeforce,X360_b,Tecmo Koei,Omega Force,7.3,0.23m,0.13m,0.06m,0.02m,0.02m,16th Feb 10,16th Feb 10
Lunar Knights,DS_b,Konami,Kojima Productions,8.2,0.23m,0.17m,0.01m,0.04m,0.01m,06th Feb 07,06th Feb 07
Valhalla Knights 2,PSP_b,Xseed Games,K2 LLC,5,0.23m,0.09m,0.00m,0.12m,0.01m,01st Oct 08,01st Oct 08
Risen 2: Dark Waters,PS3_b,Deep Silver,Piranha Bytes,5.5,0.23m,0.04m,0.14m,0.01m,0.03m,31st Jul 12,03rd Jan 18
Code Name: S.T.E.A.M.,3DS_b,Nintendo,Intelligent Systems,8,0.22m,0.14m,0.05m,0.02m,0.02m,13th Mar 15,04th Jan 19
Breath of Fire,GBA_b,Capcom,Capcom,7.8,0.22m,0.11m,0.04m,0.06m,0.00m,13th Dec 01,13th Dec 01
Attack on Titan 2,PS4_b,Koei Tecmo,Omega Force,7.8,0.22m,0.09m,0.04m,0.06m,0.03m,20th Mar 18,30th Mar 18
Galactic Wrestling: Featuring Ultimate Muscle,PS2_b,Bandai,Aki Corporation,7.3,0.22m,0.03m,0.02m,0.17m,0.01m,30th Jun 04,30th Jun 04
Life Is Strange: Before the Storm,PS4_b,Square Enix,Deck Nine,7.5,0.22m,0.11m,0.06m,0.02m,0.03m,06th Mar 18,09th Jul 18
Resident Evil: Revelations,WiiU_b,Capcom,Capcom,7.5,0.22m,0.09m,0.08m,0.03m,0.02m,21st May 13,16th Mar 18
Dragon Quest Builders: Revive Alefgard,NS_b,Square Enix,Square Enix,8,0.22m,0.07m,0.07m,0.07m,0.01m,09th Feb 18,04th Feb 18
Kartia: The Word of Fate,PS_b,Atlus,Atlus Co.,7.9,0.22m,0.05m,0.03m,0.12m,0.01m,31st Jul 98,31st Jul 98
Tropico 3,X360_b,Kalypso,Haemimont Games,7.7,0.22m,0.15m,0.02m,0.03m,0.01m,16th Feb 10,16th Feb 10
Hunted: The Demon's Forge,X360_b,Bethesda Softworks,InXile Entertainment,6,0.22m,0.13m,0.07m,0.00m,0.02m,31st May 11,31st May 11
Afrika,PS3_b,Natsume,Rhino Studios,6,0.22m,0.12m,0.00m,0.08m,0.01m,06th Oct 09,06th Oct 09
Fate/Extella: The Umbral Star,NS_b,Xseed Games,Marvelous Entertainment,8,0.21m,0.10m,0.06m,0.04m,0.02m,25th Jul 17,02nd Jan 18
Radiant Historia: Perfect Chronology,3DS_b,Atlus,Atlus,8.1,0.21m,0.11m,0.03m,0.06m,0.01m,13th Feb 18,01st Mar 18
50 Cent: Blood on the Sand,X360_b,THQ,Swordfish Studios,7.3,0.21m,0.12m,0.07m,0.00m,0.02m,24th Feb 09,24th Feb 09
Tekken 3D: Prime Edition,3DS_b,Namco Bandai,Namco Bandai Games,6.5,0.21m,0.06m,0.08m,0.05m,0.01m,14th Feb 12,14th Feb 12
Vampire Rain,X360_b,AQ Interactive,Artoon,3.9,0.21m,0.18m,0.00m,0.01m,0.02m,03rd Jul 07,03rd Jul 07
Blue Dragon Plus,DS_b,Ignition Entertainment,Mistwalker Corporation / Brownie Brown Inc. / Feelplus Inc.,6.5,0.21m,0.12m,0.03m,0.05m,0.01m,19th Feb 09,19th Feb 09
Dead to Rights: Retribution,X360_b,Namco Bandai,Volatile Games,5.7,0.21m,0.11m,0.08m,0.00m,0.02m,27th Apr 10,27th Apr 10
Tenchu: Shadow Assassins,Wii_b,Ubisoft,Acquire,7,0.21m,0.15m,0.01m,0.03m,0.01m,05th Feb 09,05th Feb 09
Final Fight One,GBA_b,Capcom,Capcom,8.2,0.21m,0.09m,0.03m,0.08m,0.00m,26th Sep 01,26th Sep 01
Kung Fu Rider,PS3_b,Sony Computer Entertainment,SCE Japan Studio,4.3,0.20m,0.06m,0.10m,0.01m,0.04m,17th Sep 10,16th Sep 18
Dark Messiah of Might and Magic Elements,X360_b,Ubisoft,Arkane Studios / Floodgate Entertainment / Kuju Entertainment,5,0.20m,0.16m,0.02m,0.01m,0.02m,12th Feb 08,12th Feb 08
Infinite Space,DS_b,Sega,PlatinumGames / Nude Maker,7.2,0.20m,0.06m,0.05m,0.07m,0.01m,16th Mar 10,16th Mar 10
DanceMasters,X360_b,Konami,GCP1,6.2,0.20m,0.15m,0.02m,0.02m,0.01m,04th Nov 10,04th Nov 10
Dragon Ball: Revenge of King Piccolo,Wii_b,Namco Bandai,Bandai Namco Games,6.1,0.20m,0.12m,0.03m,0.03m,0.02m,20th Oct 09,20th Oct 09
Ogre Battle Saga Episode Five: The March of the Black Queen,PS_b,Atlus,Quest Corporation,7.6,0.20m,0.06m,0.04m,0.09m,0.01m,31st Jul 97,31st Jul 97
Warriors Orochi,PSP_b,KOEI,Omega Force / Koei Canada,6.4,0.20m,0.02m,0.00m,0.18m,0.00m,25th Mar 08,25th Mar 08
Earth Defense Force: Insect Armageddon,PS3_b,D3 Publisher,Vicious Cycle,6.6,0.20m,0.06m,0.04m,0.08m,0.02m,05th Jul 11,05th Jul 11
Ridge Racer 6,X360_b,Namco,Namco,7.9,0.20m,0.10m,0.02m,0.07m,0.01m,17th Nov 05,17th Nov 05
Dante's Inferno,PSP_b,Electronic Arts,Visceral Games,6.6,0.20m,0.12m,0.04m,0.01m,0.02m,02nd Mar 10,02nd Mar 10
Arcana Heart 3,PS3_b,Aksys Games,Examu Inc.,7,0.20m,0.04m,0.05m,0.10m,0.02m,23rd Sep 14,23rd Sep 14
Solatorobo: Red the Hunter,DS_b,Xseed Games,CyberConnect2,7.6,0.20m,0.08m,0.04m,0.07m,0.01m,27th Sep 11,27th Sep 11
Armored Core 4,PS3_b,Sega,From Software,6.6,0.20m,0.09m,0.00m,0.09m,0.01m,20th Mar 07,20th Mar 07
No More Heroes: Heroes' Paradise,PS3_b,Konami,FeelPlus,7.4,0.20m,0.10m,0.04m,0.04m,0.02m,16th Aug 11,16th Aug 11
Mana Khemia 2: Fall of Alchemy,PS2_b,NIS America,Gust,8.2,0.20m,0.07m,0.05m,0.05m,0.02m,25th Aug 09,25th Aug 09
Dead or Alive Paradise,PSP_b,Tecmo,Team Ninja,4.5,0.20m,0.08m,0.02m,0.07m,0.02m,30th Mar 10,30th Mar 10
Pac-Man & Galaga Dimensions,3DS_b,Namco Bandai,Namco Bandai Games,5.7,0.19m,0.10m,0.04m,0.04m,0.01m,26th Jul 11,05th Jan 19
Valkyria Chronicles 4,NS_b,Sega,Sega,8.6,0.19m,0.12m,0.04m,0.02m,0.02m,25th Sep 18,11th Sep 18
Dynasty Warriors: Gundam 2,X360_b,Namco Bandai,Omega Force,5.6,0.19m,0.07m,0.03m,0.08m,0.01m,21st Apr 09,21st Apr 09
Space Invaders Extreme 2,DS_b,Taito,Taito Corporation,8.1,0.19m,0.17m,0.01m,0.00m,0.01m,20th Oct 09,20th Oct 09
Majin and the Forsaken Kingdom,X360_b,Namco Bandai,Game Republic,7,0.19m,0.14m,0.03m,0.00m,0.01m,30th Nov 10,30th Nov 10
Project X Zone 2,3DS_b,Namco Bandai Games,Monolith Soft,6.6,0.19m,0.06m,0.04m,0.09m,0.01m,16th Feb 16,14th Jun 18
Captain Toad: Treasure Tracker,3DS_b,Nintendo,Nintendo EPD,8.5,0.19m,0.06m,0.04m,0.08m,0.01m,13th Jul 18,18th Nov 18
50 Cent: Blood on the Sand,PS3_b,THQ,Swordfish Studios,7.2,0.19m,0.10m,0.06m,0.01m,0.03m,24th Feb 09,24th Feb 09
Street Fighter 30th Anniversary Collection,NS_b,Capcom,Capcom,8.5,0.19m,0.12m,0.04m,0.01m,0.02m,29th May 18,07th Nov 18
Armored Core: For Answer,PS3_b,Ubisoft,From Software,6.1,0.19m,0.06m,0.02m,0.10m,0.01m,16th Sep 08,16th Sep 08
Dynasty Warriors Gundam,X360_b,Namco Bandai,Omega Force,6,0.19m,0.15m,0.01m,0.02m,0.01m,28th Aug 07,28th Aug 07
Tekken Tag Tournament 2,WiiU_b,Namco Bandai Games,Bandai Namco Games,8.1,0.19m,0.09m,0.07m,0.01m,0.01m,18th Nov 12,21st Apr 18
Earth Defense Force: Insect Armageddon,X360_b,D3 Publisher,Vicious Cycle,6.7,0.19m,0.10m,0.04m,0.03m,0.01m,05th Jul 11,05th Jul 11
Shadows of the Damned,X360_b,Electronic Arts,Grasshopper Manufacture,7.6,0.19m,0.10m,0.06m,0.01m,0.02m,21st Jun 11,21st Jun 11
Samurai Warriors: State of War,PSP_b,KOEI,Omega Force,6.5,0.19m,0.07m,0.00m,0.11m,0.01m,07th Mar 06,07th Mar 06
The Munchables,Wii_b,Namco Bandai,Namco Bandai Games,8,0.18m,0.17m,0.00m,0.00m,0.01m,26th May 09,26th May 09
Disgaea DS,DS_b,NIS America,Nippon Ichi Software,8,0.18m,0.11m,0.01m,0.05m,0.01m,23rd Sep 08,23rd Sep 08
Ar tonelico 2: Melody of Metafalica,PS2_b,NIS America,Gust,7.2,0.18m,0.04m,0.03m,0.11m,0.01m,20th Jan 09,20th Jan 09
Call of Juarez,X360_b,Ubisoft,Techland,6.9,0.18m,0.14m,0.02m,0.00m,0.01m,07th Jun 07,07th Jun 07
Resident Evil: Revelations,PS4_b,Capcom,Capcom,7.2,0.18m,0.06m,0.06m,0.04m,0.02m,29th Aug 17,16th Mar 18
Metal Gear Ac!d 2,PSP_b,Konami,Kojima Productions,8.3,0.18m,0.11m,0.01m,0.05m,0.01m,21st Mar 06,21st Mar 06
Trinity Universe,PS3_b,NIS America,Nippon Ichi Software / Gust,6.2,0.18m,0.07m,0.06m,0.03m,0.02m,29th Jun 10,29th Jun 10
Naruto Shippuden: Dragon Blade Chronicles,Wii_b,Atlus,8ing/Raizing,4.3,0.18m,0.11m,0.02m,0.05m,0.01m,16th Nov 10,16th Nov 10
Dynasty Warriors: Gundam 3,X360_b,Tecmo Koei,Omega Force,6.5,0.18m,0.11m,0.03m,0.02m,0.01m,28th Jun 11,28th Jun 11
Velvet Assassin,X360_b,SouthPeak Interactive,Replay Studios,5.3,0.18m,0.14m,0.02m,0.01m,0.01m,30th Apr 09,30th Apr 09
Let's TAP,Wii_b,Sega,PROPE,7,0.17m,0.08m,0.06m,0.01m,0.02m,16th Jun 09,16th Jun 09
The Cursed Crusade,PS3_b,Atlus,Kylotonn Entertainment,4,0.17m,0.07m,0.07m,0.01m,0.02m,25th Oct 11,25th Oct 11
Clock Tower II: The Struggle Within,PS_b,Agetec,Human Entertainment,4.4,0.17m,0.02m,0.01m,0.12m,0.01m,31st Oct 99,31st Oct 99
Bomberman Land,Wii_b,Hudson Soft,Hudson Soft,6,0.17m,0.11m,0.02m,0.03m,0.01m,29th Jan 08,29th Jan 08
Lost Kingdoms,GC_b,Activision,From Software,7.3,0.17m,0.10m,0.02m,0.04m,0.00m,27th May 02,27th May 02
Zoo Keeper,DS_b,Ignition Entertainment,"Buddiez, Inc.",7.2,0.17m,0.10m,0.01m,0.05m,0.01m,18th Jan 05,18th Jan 05
Cubivore: Survival of the Fittest,GC_b,Atlus,Saru Brunei / Intelligent Systems,7.1,0.17m,0.01m,0.00m,0.15m,0.00m,05th Nov 02,05th Nov 02
Castlevania Judgment,Wii_b,Konami,Konami / Eighting,4.6,0.16m,0.12m,0.02m,0.01m,0.01m,18th Nov 08,18th Nov 08
Clash of the Titans: The Videogame,X360_b,Namco Bandai,Game Republic,3.8,0.16m,0.08m,0.06m,0.00m,0.02m,27th Jul 10,27th Jul 10
Guilty Gear Judgment,PSP_b,Majesco,Arc System Works,7.5,0.16m,0.13m,0.00m,0.02m,0.01m,05th Sep 06,05th Sep 06
El Shaddai: Ascension of the Metatron,X360_b,Ignition Entertainment,Ignition Entertainment,8,0.16m,0.07m,0.05m,0.03m,0.01m,16th Aug 11,16th Aug 11
Marble Saga: Kororinpa,Wii_b,Konami,Hudson Soft,7.4,0.16m,0.09m,0.05m,0.00m,0.01m,17th Mar 09,17th Mar 09
The King of Fighters XII,PS3_b,Ignition Entertainment,SNK Playmore Corporation,6,0.16m,0.11m,0.01m,0.03m,0.01m,28th Jul 09,28th Jul 09
Klonoa,Wii_b,Namco Bandai,Paon Corporation,7.6,0.16m,0.10m,0.02m,0.03m,0.01m,05th May 09,05th May 09
Innocent Life: A Futuristic Harvest Moon,PSP_b,Natsume,ArtePiazza,6.5,0.16m,0.08m,0.03m,0.03m,0.02m,15th May 07,15th May 07
Custom Robo Arena,DS_b,Nintendo,Noise Inc.,7.4,0.16m,0.01m,0.02m,0.12m,0.00m,19th Mar 07,19th Mar 07
Konami Krazy Racers,GBA_b,Konami,KCEK,7.7,0.16m,0.09m,0.03m,0.04m,0.00m,10th Jun 01,10th Jun 01
Dragon Ball: Origins 2,DS_b,Namco Bandai,Game Republic,6.9,0.16m,0.05m,0.02m,0.08m,0.01m,22nd Jun 10,22nd Jun 10
Naruto Powerful Shippuden,3DS_b,Namco Bandai Games,Namco Bandai Games,8,0.16m,0.08m,0.02m,0.04m,0.01m,05th Mar 13,06th Nov 18
Castlevania: Lords of Shadow - Mirror of Fate,3DS_b,Konami Digital Entertainment,Mercury Steam,7.2,0.16m,0.04m,0.08m,0.03m,0.01m,05th Mar 13,06th Nov 18
Arcana Heart,PS2_b,Atlus,Examu Inc.,8.1,0.16m,0.06m,0.05m,0.04m,0.02m,10th Apr 08,10th Apr 08
Xenoblade Chronicles 2: Torna ~ The Golden Country,NS_b,Nintendo,Monolith Soft,7.5,0.16m,0.08m,0.05m,0.02m,0.01m,21st Sep 18,26th Sep 18
Gravity Rush Remastered,PS4_b,Sony Computer Entertainment,Bluepoint Games,7.9,0.16m,0.02m,0.06m,0.05m,0.02m,02nd Feb 16,23rd Sep 18
Fist of the North Star: Ken's Rage,X360_b,Tecmo Koei,Tecmo Koei Games,5.4,0.16m,0.07m,0.02m,0.06m,0.01m,02nd Nov 10,30th Jul 18
Project Sylpheed: Arc of Deception,X360_b,Microsoft,Game Arts / Seta Corporation,6.7,0.15m,0.12m,0.01m,0.02m,0.01m,10th Jul 07,10th Jul 07
Space Invaders Extreme,DS_b,Square Enix,Taito Corporation,8.3,0.15m,0.12m,0.01m,0.01m,0.01m,17th Jun 08,17th Jun 08
FIFA 06: Road to FIFA World Cup,X360_b,EA Sports,EA Canada,6.1,0.15m,0.11m,0.02m,0.01m,0.01m,16th Nov 05,16th Nov 05
Armored Core: For Answer,X360_b,Ubisoft,From Software,6.5,0.15m,0.06m,0.01m,0.07m,0.01m,16th Sep 08,16th Sep 08
Gear.Club Unlimited,NS_b,Microids,Eden Games,6.1,0.15m,0.10m,0.03m,0.01m,0.01m,21st Nov 17,07th Jan 18
Metroid Prime: Federation Force,3DS_b,Nintendo,Next Level Games,6.3,0.15m,0.08m,0.02m,0.03m,0.01m,19th Aug 16,02nd Jul 18
Cave Story 3D,3DS_b,NIS America,Nicalis,8.2,0.15m,0.09m,0.03m,0.01m,0.01m,08th Nov 11,08th Nov 11
Victorious Boxers: Revolution,Wii_b,Xseed Games,Cavia Inc.,5.8,0.14m,0.07m,0.00m,0.06m,0.01m,23rd Oct 07,23rd Oct 07
TRINITY: Souls of Zill O'll,PS3_b,Tecmo Koei,Omega Force,5.5,0.14m,0.06m,0.03m,0.03m,0.01m,08th Feb 11,08th Feb 11
X-Blades,X360_b,SouthPeak Interactive,Gaijin Entertainment,6,0.14m,0.10m,0.02m,0.02m,0.01m,10th Feb 09,10th Feb 09
Just Cause,X360_b,Eidos Interactive,Avalanche Studios,7.3,0.14m,0.10m,0.03m,0.01m,0.01m,27th Sep 06,27th Sep 06
