Game,Console,Publisher,Developer,Critic Score,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last_Update__Real
Space Invaders Extreme,DS_b,Square Enix,Taito Corporation,8.3,150000,120000,10000,10000,10000,17th Jun 08,0
FIFA 06: Road to FIFA World Cup,X360_b,EA Sports,EA Canada,6.1,150000,110000,20000,10000,10000,16th Nov 05,0
Armored Core: For Answer,X360_b,Ubisoft,From Software,6.5,150000,60000,10000,70000,10000,16th Sep 08,0
Gear.Club Unlimited,NS_b,Microids,Eden Games,6.1,150000,100000,30000,10000,10000,21st Nov 17,46
Metroid Prime: Federation Force,3DS_b,Nintendo,Next Level Games,6.3,150000,80000,20000,30000,10000,19th Aug 16,682
Cave Story 3D,3DS_b,NIS America,Nicalis,8.2,150000,90000,30000,10000,10000,08th Nov 11,0
Victorious Boxers: Revolution,Wii_b,Xseed Games,Cavia Inc.,5.8,140000,70000,0,60000,10000,23rd Oct 07,0
TRINITY: Souls of Zill O'll,PS3_b,Tecmo Koei,Omega Force,5.5,140000,60000,30000,30000,10000,08th Feb 11,0
X-Blades,X360_b,SouthPeak Interactive,Gaijin Entertainment,6,140000,100000,20000,20000,10000,10th Feb 09,0
Just Cause,X360_b,Eidos Interactive,Avalanche Studios,7.3,140000,100000,30000,10000,10000,27th Sep 06,0
Secret Agent Clank,PSP_b,Sony Computer Entertainment,High Impact Games,7,140000,40000,40000,40000,20000,17th Jun 08,0
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,GC_b,Bandai,Aki Corporation,8,140000,40000,10000,80000,0,05th Jun 03,0
Rodea the Sky Soldier,WiiU_b,NIS America,Kadokawa Games,7,140000,100000,20000,10000,10000,10th Nov 15,877
Metal Slug 7,DS_b,Ignition Entertainment,SNK Playmore Corporation,6.9,140000,120000,0,10000,10000,18th Nov 08,0
Metal Gear Solid V: Ground Zeroes,X360_b,Konami Digital Entertainment,Kojima Productions,8.3,140000,60000,50000,10000,10000,18th Mar 14,1464
Naruto Shippuden: Kizuna Drive,PSP_b,Namco Bandai,Bandai Namco Games,7,140000,40000,30000,50000,20000,22nd Mar 11,0
X-Blades,PS3_b,SouthPeak Interactive,Gaijin Entertainment,5.9,140000,70000,30000,20000,10000,10th Feb 09,0
BlazBlue: Continuum Shift II,PSP_b,Aksys Games,Arc System Works,7.5,130000,30000,20000,70000,10000,31st May 11,0
Rumble Roses XX,X360_b,Konami,Yuke's Future Media Creators,6.5,130000,70000,10000,40000,10000,28th Mar 06,0
Eat Lead: The Return of Matt Hazard,PS3_b,D3 Publisher,Vicious Cycle,5.3,130000,90000,20000,0,10000,26th Feb 09,0
Eat Lead: The Return of Matt Hazard,X360_b,D3 Publisher,Vicious Cycle,5.5,120000,100000,10000,0,10000,26th Feb 09,0
Echo Night,PS_b,Agetec,From Software,6.3,120000,30000,20000,70000,10000,31st Jul 99,0
Undead Knights,PSP_b,Tecmo,Team Tachyon,6.6,120000,50000,10000,60000,10000,29th Sep 09,0
Tenchu: Shadow Assassins,PSP_b,Ubisoft,From Software,7.5,120000,30000,30000,50000,10000,24th Mar 09,0
The Sky Crawlers: Innocent Aces,Wii_b,Xseed Games,Project ACES,7.3,120000,80000,20000,10000,10000,12th Jan 10,0
Lost in Shadow,Wii_b,Hudson Soft,Hudson Soft,6.7,120000,90000,0,10000,10000,04th Jan 11,0
The King of Fighters XII,X360_b,Ignition Entertainment,SNK Playmore Corporation,6.4,110000,90000,0,10000,10000,28th Jul 09,0
Mana Khemia: Student Alliance,PSP_b,Nippon Ichi Software,Gust,3.2,110000,60000,0,30000,10000,10th Mar 09,0
Calling,Wii_b,Hudson Soft,Hudson Soft,4.8,110000,60000,40000,0,10000,09th Mar 10,0
BlazBlue: Calamity Trigger Portable,PSP_b,Aksys Games,Arc System Works,7.9,110000,70000,10000,30000,10000,09th Mar 10,0
Odama,GC_b,Nintendo,VIVARIUM Inc.,6.5,110000,70000,20000,20000,0,10th Apr 06,0
Prinny: Can I Really Be the Hero?,PSP_b,NIS America,Nippon Ichi Software,7.2,110000,40000,10000,50000,10000,17th Feb 09,0
BlazBlue: Continuum Shift II,3DS_b,Aksys Games,Arc System Works,6,110000,50000,20000,40000,10000,31st May 11,0
Ys VIII: Lacrimosa of Dana,NS_b,NIS America,Nihon Falcom Corporation,8.5,110000,30000,30000,30000,10000,26th Jun 18,-167
Carnage Heart,PS_b,Sony Computer Entertainment,ArtDink,7.1,110000,10000,10000,90000,10000,31st Jan 97,0
JU-ON: The Grudge,Wii_b,Xseed Games,FeelPlus,4,100000,70000,10000,10000,10000,13th Oct 09,0
Baten Kaitos Origins,GC_b,Nintendo,tri-Crescendo / Monolith Soft,7.5,100000,60000,20000,20000,0,25th Sep 06,0
Bullet Witch,X360_b,Atari,Cavia Inc.,6.6,100000,70000,10000,20000,10000,27th Feb 07,0
Opoona,Wii_b,KOEI,ArtePiazza,6.4,100000,80000,0,10000,10000,25th Mar 08,0
Dead or Alive 5 Last Round,XOne_b,Tecmo Koei,Team Ninja,7.5,100000,50000,30000,10000,10000,17th Feb 15,1372
Blue Dragon: Awakened Shadow,DS_b,D3 Publisher,Mistwalker Corporation / tri-Crescendo / Bird Studio,5.7,100000,60000,0,30000,0,18th May 10,0
Shadow Tower,PS_b,Agetec,From Software,5.7,100000,10000,10000,70000,10000,31st Oct 99,0
Steel Battalion,XB_b,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",7.7,100000,50000,20000,20000,0,21st Nov 02,0
Arcania: Gothic 4,X360_b,JoWood Productions,Spellbound Entertainment AG,6.2,90000,40000,40000,10000,10000,19th Oct 10,0
Space Invaders Extreme,PSP_b,Square Enix,"GULTI co.,ltd.",8.2,90000,60000,20000,10000,10000,17th Jun 08,0
Last Rebellion,PS3_b,NIS America,Hit Maker,4.8,90000,60000,10000,10000,10000,23rd Feb 10,0
Mystic Heroes,GC_b,KOEI,Koei,6.8,90000,30000,10000,40000,0,30th Sep 02,0
Battle Fantasia,X360_b,Aksys Games,Arc System Works,7,90000,70000,0,10000,10000,16th Sep 08,0
NBA 2K18,PS3_b,2K Sports,Visual Concepts,7,90000,60000,10000,10000,10000,19th Sep 17,195
Theme Hospital,PS_b,Electronic Arts,Krisalis Software,7.2,90000,30000,20000,30000,10000,31st Mar 98,0
Killer7,PS2_b,Capcom,Grasshopper Manufacture,6.5,90000,40000,30000,0,10000,07th Jul 05,0
A-Train,PS_b,Maxis,ArtDink,6,80000,20000,10000,40000,10000,01st Jan 96,0
Earth Defense Force 2017,X360_b,D3 Publisher,Sandlot,7.4,80000,40000,10000,30000,0,20th Mar 07,0
New International Track & Field,DS_b,Konami,Sumo Digital,7.4,80000,70000,0,0,10000,22nd Jul 08,0
Elebits: The Adventures of Kai and Zero,DS_b,Konami,Konami,7.5,80000,70000,0,0,10000,06th Jan 09,0
Baroque,Wii_b,Atlus,Sting,5.2,80000,70000,0,0,10000,08th Apr 08,0
The Rub Rabbits!,DS_b,Sega,Sonic Team,7.3,70000,30000,0,40000,0,13th Feb 06,0
Tank! Tank! Tank!,WiiU_b,Namco Bandai Games,Namco Bandai Games,4.7,70000,20000,10000,50000,0,18th Nov 12,1885
Sushi Striker: The Way of Sushido,NS_b,Nintendo,Indies Zero,7.9,70000,20000,10000,30000,0,08th Jun 18,775
Dragoneer's Aria,PSP_b,NIS America,Hit Maker,5.2,70000,20000,0,50000,0,21st Aug 07,0
BlazBlue: Cross Tag Battle,NS_b,Arc System Works,Arc System Works,8,70000,40000,10000,10000,10000,05th Jun 18,1
RPG Maker: Fes,3DS_b,NIS America,Kadokawa Games,7,70000,30000,0,20000,0,27th Jun 17,299
Vampire Rain: Altered Species,PS3_b,Ignition Entertainment,Artoon,3.5,60000,50000,0,0,10000,02nd Sep 08,0
Disgaea 1 Complete,NS_b,NIS America,Nippon Ichi Software,8,60000,30000,10000,10000,0,09th Oct 18,132
Warriors Orochi 2,X360_b,KOEI,Omega Force,4.6,60000,40000,0,10000,0,23rd Sep 08,0
Virtua Striker 2002,GC_b,Sega,Amusement Vision,6.6,50000,10000,0,30000,0,20th May 02,0
GrimGrimoire,PS2_b,NIS America,Vanillaware,7.7,50000,10000,10000,30000,0,26th Jun 07,4212
Metal Gear Solid: Digital Graphic Novel,PSP_b,Konami,Kojima Productions,7.6,40000,20000,0,20000,0,13th Jun 06,0
Gotcha Force,GC_b,Capcom,Capcom,5.8,30000,10000,0,10000,0,03rd Dec 03,0
Tenkai Knights: Brave Battle,3DS_b,Namco Bandai Games,Delta Factory,4.5,20000,10000,10000,0,0,07th Oct 14,1568
